1.00000E+00,2.67363E-08,7.11530E-08,-9.77030E-08,-6.69132E-07,-3.09263E-07
1.17182E-02,1.62222E-02,-5.90397E-05,-1.05585E-04,4.17873E-04,9.13843E-04
-2.65955E-01,-7.29531E-01,-4.99796E-01,2.83507E-04,-9.09042E-04,-2.20244E-03
-1.82348E-04,-8.86355E-05,-1.90554E-04,-2.49708E-04,6.35004E-04,1.73523E-03
4.70966E-05,-4.09705E-06,3.75218E-05,8.05645E-05,-1.90534E-04,-5.42847E-04
1.00000E+00,3.76476E-08,-3.05313E-07,-3.27422E-07,2.44235E-06,4.08754E-06
2.35767E-02,3.24642E-02,-6.37269E-04,-7.69160E-04,5.28004E-03,9.45642E-03
-2.73743E-01,-7.40767E-01,-4.98195E-01,1.74337E-03,-1.25798E-02,-2.24046E-02
-7.79128E-04,-4.14495E-04,-1.62657E-03,-1.37286E-03,1.04319E-02,1.83488E-02
2.02855E-04,1.94598E-06,4.30102E-04,4.32180E-04,-3.31526E-03,-5.81788E-03
1.00000E+00,7.00357E-08,-3.15076E-07,-4.24915E-07,2.45516E-06,4.90187E-06
3.55657E-02,4.87956E-02,-1.95525E-03,-2.78660E-03,1.65490E-02,3.11496E-02
-2.81171E-01,-7.52015E-01,-4.95329E-01,5.83548E-03,-3.39830E-02,-6.55379E-02
-1.83452E-03,-8.12746E-04,-3.84675E-03,-4.44467E-03,2.55871E-02,4.99483E-02
4.79031E-04,-3.89615E-05,1.01022E-03,1.39133E-03,-7.99398E-03,-1.56366E-02
1.00000E+00,7.58881E-08,4.70500E-08,2.48041E-07,-2.06053E-06,-1.97319E-06
4.76788E-02,6.52200E-02,-4.54331E-03,-6.50318E-03,3.76564E-02,7.17176E-02
-2.88203E-01,-7.63217E-01,-4.90337E-01,1.22839E-02,-6.86398E-02,-1.35769E-01
-3.37733E-03,-1.36514E-03,-7.51614E-03,-8.78592E-03,4.78572E-02,9.69021E-02
8.81822E-04,-1.02577E-04,1.99797E-03,2.72661E-03,-1.48296E-02,-3.01060E-02
9.99999E-01,7.91498E-08,1.84164E-06,2.68534E-06,-1.81630E-05,-2.69021E-05
5.98818E-02,8.17654E-02,-7.70811E-03,-1.12378E-02,6.38329E-02,1.25339E-01
-2.94716E-01,-7.74405E-01,-4.86220E-01,1.77367E-02,-9.46825E-02,-2.01789E-01
-5.52375E-03,-2.05348E-03,-9.44915E-03,-1.08135E-02,5.41024E-02,1.25257E-01
1.44555E-03,-1.99404E-04,2.36742E-03,3.29655E-03,-1.64122E-02,-3.83750E-02
9.99999E-01,7.68158E-08,5.18185E-06,7.34245E-06,-4.94780E-05,-7.71923E-05
7.21461E-02,9.84618E-02,-1.06535E-02,-1.62358E-02,8.59238E-02,1.78727E-01
-3.00622E-01,-7.85616E-01,-4.85735E-01,1.91563E-02,-8.10204E-02,-2.15386E-01
-8.34809E-03,-2.85241E-03,-7.03252E-03,-7.56786E-03,1.44975E-02,8.79093E-02
2.18964E-03,-3.42022E-04,1.32930E-03,2.20108E-03,-3.57927E-03,-2.59280E-02
9.99999E-01,8.36312E-08,1.09116E-05,1.47812E-05,-1.02733E-04,-1.62724E-04
8.44142E-02,1.15310E-01,-1.17230E-02,-1.94732E-02,8.92604E-02,2.09303E-01
-3.05743E-01,-7.96809E-01,-4.93957E-01,1.01607E-02,1.67761E-02,-1.05909E-01
-1.20090E-02,-3.80678E-03,4.51195E-03,6.93472E-03,-1.12405E-01,-8.15484E-02
3.16048E-03,-5.22237E-04,-2.58261E-03,-2.38303E-03,3.63393E-02,2.75127E-02
